t,v_bus_2,v_bus_7,v_bus_9,q_bus_2,q_bus_7,q_bus_9,F_paper_like
30,0.9825098345438988,0.954787663476069,0.9503951859505186,-5.0,-5.0,-1.25,0.2602178494192593
31,0.9825107704408976,0.954790423945136,0.95039841618303,-5.0,-5.0,-1.25,0.2602175480173917
32,0.9825117067921788,0.9547931857528736,0.950401647981542,-5.0,-5.0,-1.25,0.2602172464883219
33,0.9825126425164278,0.9547959457098978,0.9504048776139162,-5.0,-5.0,-1.25,0.2602169451802557
34,0.9825410149129602,0.9548797669552812,0.950503000576155,-5.0,-5.0,-1.25,0.26020780227112167
35,0.9825474636275676,0.9548988148040594,0.9505252973492074,-5.0,-5.0,-1.25,0.26020572706714695
36,0.9825483991267276,0.9549015740500156,0.9505285261312926,-5.0,-5.0,-1.25,0.2602054265614742
37,0.982549335011058,0.9549043344307748,0.9505317562408092,-5.0,-5.0,-1.25,0.2602051259511532
38,0.982550271119547,0.9549070954714316,0.9505349871220388,-5.0,-5.0,-1.25,0.2602048252879204
39,0.982551206371164,0.9549098539835016,0.9505382150439188,-5.0,-5.0,-1.25,0.26020452491896623
40,0.982552142007947,0.9549126136303612,0.9505414442932152,-5.0,-5.0,-1.25,0.26020422444537855
41,0.9825530785588956,0.9549153759722826,0.9505446766957064,-5.0,-5.0,-1.25,0.26020392369731243
42,0.9825540135629786,0.9549181337504968,0.9505479037574184,-5.0,-5.0,-1.25,0.26020362346504217
43,0.9825549494122238,0.9549208940202476,0.9505511337341668,-5.0,-5.0,-1.25,0.26020332298046006
44,0.9825646941976054,0.9549496824412244,0.950584833802226,-5.0,-5.0,-1.25,0.26020018982546156
45,0.982567405956138,0.9549576900438732,0.9505942066068024,-5.0,-5.0,-1.25,0.2601993187210466
46,0.9825683414911592,0.9549604493691438,0.9505974354715288,-5.0,-5.0,-1.25,0.26019901861069406
47,0.9825692777102704,0.954963210710857,0.950600666695346,-5.0,-5.0,-1.25,0.2601987182999803
48,0.9825702128426412,0.9549659688460196,0.9506038941664936,-5.0,-5.0,-1.25,0.26019841835692176
49,0.9825711490500552,0.9549687301507248,0.9506071253460489,-5.0,-5.0,-1.25,0.26019811808812726
50,0.9825720845616974,0.9549714894020268,0.950610354122307,-5.0,-5.0,-1.25,0.26019781806156017
51,0.9825730196765444,0.9549742474817464,0.9506135815271438,-5.0,-5.0,-1.25,0.2601975181813026
52,0.9825739558664152,0.9549770087309456,0.9506168126403128,-5.0,-5.0,-1.25,0.2601972179753805
53,0.9825748915904964,0.9549797686050666,0.9506200421439368,-5.0,-5.0,-1.25,0.26019691793790145
54,0.982575826457852,0.9549825259510636,0.950623268688765,-5.0,-5.0,-1.25,0.2601966181941777
55,0.9825767628601464,0.9549852878230344,0.9506265005292428,-5.0,-5.0,-1.25,0.26019631797739773
56,0.9825776983367276,0.9549880469634076,0.950629729172828,-5.0,-5.0,-1.25,0.2601960180764814
57,0.9825786334165292,0.9549908049322472,0.9506329564450502,-5.0,-5.0,-1.25,0.2601957183218195
58,0.9825795693413526,0.9549935653921804,0.9506361866317796,-5.0,-5.0,-1.25,0.2601954183153466
59,0.982580505030368,0.9549963251553568,0.9506394160027116,-5.0,-5.0,-1.25,0.2601951184035364
60,0.982581440322608,0.9549990837470146,0.9506426440022988,-5.0,-5.0,-1.25,0.26019481863796345
61,0.9825823759999364,0.955001843473215,0.9506458733290072,-5.0,-5.0,-1.25,0.2601945187680365
62,0.9825833119013764,0.9550046038591664,0.9506491034272524,-5.0,-5.0,-1.25,0.26019421884536464
63,0.9825842471760916,0.9550073623953772,0.950652331360524,-5.0,-5.0,-1.25,0.260193919142598
64,0.9825943383501234,0.9550371708281749,0.950687224508561,-5.0,-5.0,-1.25,0.2601906814456369
65,0.9825971088027564,0.9550453511288356,0.9506967992699462,-5.0,-5.0,-1.25,0.2601897933396904
66,0.9825980437608564,0.9550481087129936,0.9507000260821392,-5.0,-5.0,-1.25,0.2601894940197648
67,0.98259897956387,0.955050868787904,0.9507032558084308,-5.0,-5.0,-1.25,0.26018919444841493
68,0.9825999155909688,0.9550536295224814,0.9507064863061596,-5.0,-5.0,-1.25,0.2601888948244143
69,0.9826008503016236,0.9550563863730656,0.950709712258522,-5.0,-5.0,-1.25,0.26018859564085567
70,0.982601786087107,0.9550591463925132,0.9507129419184798,-5.0,-5.0,-1.25,0.26018829613232974
71,0.9826027218667456,0.955061906393469,0.9507161715563204,-5.0,-5.0,-1.25,0.2601879966447506
72,0.9826036565598928,0.9550646631886616,0.9507193974424342,-5.0,-5.0,-1.25,0.26018769752393567
73,0.9826045923278488,0.9550674231526554,0.9507226270360678,-5.0,-5.0,-1.25,0.26018739807822466
74,0.9826055278600384,0.955070182420024,0.9507258558140624,-5.0,-5.0,-1.25,0.2601870987270272
75,0.982606463225442,0.9550729411942204,0.9507290840144904,-5.0,-5.0,-1.25,0.2601867994482585
76,0.9826073987459492,0.9550757004246296,0.9507323127482809,-5.0,-5.0,-1.25,0.26018650013892664
77,0.9826083342606156,0.9550784596365576,0.950735541459968,-5.0,-5.0,-1.25,0.2601862008505287
78,0.9826092693785832,0.9550812176772088,0.9507387688005996,-5.0,-5.0,-1.25,0.26018590170809486
79,0.9826102051114844,0.9550839775302952,0.9507419982615868,-5.0,-5.0,-1.25,0.2601856023880126
80,0.9826111403787152,0.9550867360086795,0.95074522611348,-5.0,-5.0,-1.25,0.2601853032359475
81,0.9826120754791696,0.9550894939939226,0.9507484533878424,-5.0,-5.0,-1.25,0.26018500415627677
82,0.9826130111945464,0.9550922537915648,0.950751682782518,-5.0,-5.0,-1.25,0.260184704898998
83,0.9826139466741708,0.9550950128926268,0.9507549113616082,-5.0,-5.0,-1.25,0.2601844057361825
84,0.9826148817571118,0.9550977708224604,0.9507581385697006,-5.0,-5.0,-1.25,0.26018410671927616
85,0.982615817225058,0.955100529886574,0.9507613671046,-5.0,-5.0,-1.25,0.2601838075983135
86,0.9826167526871638,0.9551032889322104,0.9507645956174005,-5.0,-5.0,-1.25,0.260183508498281
87,0.9826176877525938,0.9551060468066428,0.9507678227592324,-5.0,-5.0,-1.25,0.26018320954413
88,0.9826186232030218,0.9551088058153328,0.9507710512278448,-5.0,-5.0,-1.25,0.26018291048594777
89,0.9826195588775104,0.9551115654836124,0.9507742804678014,-5.0,-5.0,-1.25,0.2601826113752035
90,0.9826204939254296,0.955114323302642,0.9507775075433716,-5.0,-5.0,-1.25,0.2601823124838093
91,0.982621429128442,0.9551170815778516,0.9507807351522652,-5.0,-5.0,-1.25,0.26018201356188925
92,0.9826223647854097,0.9551198411906988,0.950783964325924,-5.0,-5.0,-1.25,0.2601817145139357
93,0.9826232998158198,0.9551225989543344,0.950787191335242,-5.0,-5.0,-1.25,0.26018141568528924
94,0.9826242352312138,0.9551253578521836,0.950790419671288,-5.0,-5.0,-1.25,0.26018111675266137
95,0.9826251706407688,0.9551281167315592,0.9507936479852392,-5.0,-5.0,-1.25,0.26018081784095975
96,0.9826261058835616,0.9551308751178372,0.9507968757217128,-5.0,-5.0,-1.25,0.26018051900160244
97,0.9826270412814394,0.9551336339602692,0.9508001039914792,-5.0,-5.0,-1.25,0.2601802201317486
98,0.982627976903366,0.9551363934622532,0.9508033330325448,-5.0,-5.0,-1.25,0.2601799212093752
99,0.982628911438987,0.9551391497590606,0.9508065583225852,-5.0,-5.0,-1.25,0.2601796226531019
100,0.9826298470492372,0.9551419092241032,0.9508097873194687,-5.0,-5.0,-1.25,0.2601793237725737
101,0.9826307826536462,0.9551446686706652,0.9508130162942492,-5.0,-5.0,-1.25,0.26017902491297956
102,0.98263171717177,0.955147424912116,0.9508162415180824,-5.0,-5.0,-1.25,0.26017872641941164
103,0.9826326529943838,0.9551501849997408,0.9508194712420498,-5.0,-5.0,-1.25,0.2601784275282413
104,0.982633588581275,0.9551529443908796,0.950822700150544,-5.0,-5.0,-1.25,0.26017812873142765
105,0.9826345233117788,0.9551557012549656,0.9508259261015236,-5.0,-5.0,-1.25,0.26017783022715796
106,0.9826354584272418,0.9551584592531864,0.9508291533791372,-5.0,-5.0,-1.25,0.2601775316189963
107,0.982636393996619,0.9551612185889148,0.9508323822213602,-5.0,-5.0,-1.25,0.2601772328849491
108,0.982637328939498,0.9551639760756208,0.9508356088994692,-5.0,-5.0,-1.25,0.26017693436999434
109,0.9826382644971984,0.955166735374406,0.950838837697508,-5.0,-5.0,-1.25,0.26017663567779487
110,0.982639199819188,0.9551694939767432,0.9508420656801198,-5.0,-5.0,-1.25,0.2601763370799085
111,0.9826401347445632,0.9551722514080714,0.950845292291996,-5.0,-5.0,-1.25,0.2601760386276837
112,0.9826410700548808,0.9551750099734814,0.9508485202304428,-5.0,-5.0,-1.25,0.26017574007162714
113,0.9826420055892274,0.9551777691983808,0.9508517489401144,-5.0,-5.0,-1.25,0.26017544146312177
114,0.9826341368283862,0.9551545149313528,0.9508245250879672,-5.0,-5.0,-1.25,0.2601779590337807
115,0.982633296691847,0.9551520276938504,0.9508216120528402,-5.0,-5.0,-1.25,0.26017822842242394
116,0.9826342328729676,0.9551547888364726,0.9508248430104866,-5.0,-5.0,-1.25,0.2601779294485775
117,0.9826351670942892,0.9551575441976756,0.9508280672025152,-5.0,-5.0,-1.25,0.2601776311196335
118,0.9826361025741,0.9551603032693748,0.9508312957359112,-5.0,-5.0,-1.25,0.2601773324078605
119,0.9826370385078192,0.9551630636785616,0.9508345258338932,-5.0,-5.0,-1.25,0.26017703357022487
120,0.9826379729415232,0.9551658196624084,0.9508377507530787,-5.0,-5.0,-1.25,0.26017673523056967
121,0.9826424324054284,0.9551789908142252,0.9508531681302034,-5.0,-5.0,-1.25,0.26017530955003476
122,0.9826504222624078,0.9552025929171694,0.950880796417064,-5.0,-5.0,-1.25,0.26017275584481975
123,0.9826513566121072,0.9552053486356208,0.9508840210188936,-5.0,-5.0,-1.25,0.2601724578047645
124,0.982652292450008,0.9552081087420382,0.9508872507548212,-5.0,-5.0,-1.25,0.26017215930906246
125,0.9826532275925194,0.9552108667962634,0.9508904780888996,-5.0,-5.0,-1.25,0.2601718610542179
126,0.9826541619247308,0.9552136224593883,0.9508937026245587,-5.0,-5.0,-1.25,0.2601715630768345
127,0.9826550977451164,0.9552163825103924,0.9508969322942112,-5.0,-5.0,-1.25,0.2601712646439031
128,0.9826560330999704,0.9552191411871342,0.9509001603552956,-5.0,-5.0,-1.25,0.2601709663784914
129,0.9826569671848512,0.9552218961170478,0.9509033840315584,-5.0,-5.0,-1.25,0.2601706685370662
130,0.982657903217564,0.955224656790521,0.9509066144281594,-5.0,-5.0,-1.25,0.2601703700936217
131,0.9826625546469148,0.9552383929567116,0.9509226926222234,-5.0,-5.0,-1.25,0.2601688852879609
132,0.9826711227106384,0.955263699033032,0.9509523144101742,-5.0,-5.0,-1.25,0.2601661510370176
133,0.9826720581947804,0.955266458069892,0.9509555428844912,-5.0,-5.0,-1.25,0.2601658530572864
134,0.9826729934432668,0.9552692164104772,0.9509587705435883,-5.0,-5.0,-1.25,0.2601655551716731
135,0.9826739278815588,0.955271972360298,0.9509619954046674,-5.0,-5.0,-1.25,0.2601652575631416
136,0.9826748631183808,0.9552747306639808,0.9509652230196292,-5.0,-5.0,-1.25,0.2601649597193305
137,0.982675798579182,0.9552774896269974,0.95096845140563,-5.0,-5.0,-1.25,0.2601646618232472
138,0.9826767329999896,0.9552802455215016,0.9509716762005508,-5.0,-5.0,-1.25,0.2601643642773772
139,0.9826776684491229,0.9552830044476044,0.950974904542403,-5.0,-5.0,-1.25,0.260164066423109
140,0.9826786034328,0.9552857619996834,0.9509781312759716,-5.0,-5.0,-1.25,0.26016376873609154
141,0.98268315046172,0.9552991904175164,0.9509938493894128,-5.0,-5.0,-1.25,0.2601623192264642
142,0.982691452566778,0.9553237121846904,0.9510225534186768,-5.0,-5.0,-1.25,0.2601596733904154
143,0.9826923881533136,0.9553264714965894,0.951025782204475,-5.0,-5.0,-1.25,0.2601593757927321
144,0.9826933220106088,0.9553292257072166,0.951029005020586,-5.0,-5.0,-1.25,0.26015907876410954
145,0.9826942573556934,0.9553319843045088,0.9510322329692392,-5.0,-5.0,-1.25,0.26015878128131126
146,0.9826951926949437,0.9553347428833412,0.951035460895815,-5.0,-5.0,-1.25,0.2601584838194238
147,0.982696126534771,0.9553374970387072,0.9510386836458344,-5.0,-5.0,-1.25,0.2601581868534004
148,0.982697061862361,0.9553402555806512,0.951041911528292,-5.0,-5.0,-1.25,0.26015788943330004
149,0.9826979969543366,0.9553430134264524,0.9510451385956872,-5.0,-5.0,-1.25,0.2601575921071688
150,0.9826989314660344,0.9553457695596052,0.9510483636585664,-5.0,-5.0,-1.25,0.2601572949845724
151,0.9826998665463508,0.9553485273685202,0.951051590681846,-5.0,-5.0,-1.25,0.2601569977002257
152,0.9827008016208356,0.9553512851589868,0.9510548176830614,-5.0,-5.0,-1.25,0.2601567004367771
153,0.9827017358852802,0.9553540405591736,0.9510580418868388,-5.0,-5.0,-1.25,0.26015640344986246
154,0.9827089684455188,0.9553754011148728,0.9510830449457724,-5.0,-5.0,-1.25,0.26015410154482693
155,0.9827111653143572,0.9553818862289124,0.9510906350775408,-5.0,-5.0,-1.25,0.26015340292919775
156,0.9827133569080604,0.955388355757292,0.9510982069634716,-5.0,-5.0,-1.25,0.26015270609680674
157,0.9827168125902042,0.95539855937884,0.9511101499017828,-5.0,-5.0,-1.25,0.2601516072575756
158,0.9824310310120236,0.9544419005544216,0.9499015099518896,-5.0,-5.0,-1.5,0.2636970339007471
159,0.9824319661460208,0.9544446592660016,0.9499047386547766,-5.0,-5.0,-1.5,0.2636967300460657
160,0.9824329028701028,0.95444742275609,0.9499079727595388,-5.0,-5.0,-1.5,0.26369642569409635
161,0.9824328898512628,0.9544473843483796,0.9499079278111056,-5.0,-5.0,-1.5,0.2636964299239297
162,0.9824328776794752,0.9544473484396117,0.9499078857871776,-5.0,-5.0,-1.5,0.2636964338785584
163,0.982432864660633,0.9544473100318944,0.949907840838736,-5.0,-5.0,-1.5,0.26369643810839966
164,0.9824328516417896,0.9544472716241736,0.9499077958902902,-5.0,-5.0,-1.5,0.263696442338245
165,0.9824328389958328,0.9544472343165292,0.9499077522292604,-5.0,-5.0,-1.5,0.26369644644694235
166,0.982432825990798,0.954447195949545,0.9499077073284884,-5.0,-5.0,-1.5,0.2636964506723085
167,0.982432812985762,0.9544471575825572,0.949907662427712,-5.0,-5.0,-1.5,0.2636964548976788
168,0.982432801016524,0.954447122271344,0.9499076211031,-5.0,-5.0,-1.5,0.26369645878651876
169,0.9824327877813084,0.9544470832252876,0.9499075754076112,-5.0,-5.0,-1.5,0.26369646308668226
170,0.982432774776269,0.954447044858289,0.9499075305068224,-5.0,-5.0,-1.5,0.2636964673120645
171,0.982432762807028,0.954447009547066,0.9499074891821986,-5.0,-5.0,-1.5,0.2636964712009154
172,0.982432749571809,0.9544469705009988,0.949907443486697,-5.0,-5.0,-1.5,0.26369647550109104
173,0.9824327363365885,0.9544469314549282,0.9499073977911912,-5.0,-5.0,-1.5,0.26369647980127087
174,0.982432724137167,0.9544468954646332,0.9499073556718513,-5.0,-5.0,-1.5,0.26369648376491867
175,0.9824327109019444,0.9544468564185552,0.9499073099763368,-5.0,-5.0,-1.5,0.2636964880651066
176,0.9827120278605882,0.9553844122551018,0.9510935859464624,-5.0,-5.0,-1.25,0.26015313099304593
177,0.9826970847387224,0.95534026875197,0.9510419119381,-5.0,-5.0,-1.25,0.260157888429181
178,0.9826970717560743,0.955340230462532,0.9510418671340702,-5.0,-5.0,-1.25,0.2601578925573361
179,0.9826970587734252,0.9553401921730904,0.9510418223300364,-5.0,-5.0,-1.25,0.26015789668549527
180,0.98269704659501,0.955340156255558,0.9510417803014696,-5.0,-5.0,-1.25,0.2601579005579314
181,0.9826970336123584,0.9553401179661094,0.9510417354974277,-5.0,-5.0,-1.25,0.26015790468609834
182,0.9826970203999243,0.955340078998968,0.9510416899003892,-5.0,-5.0,-1.25,0.26015790888733437
183,0.9826970082215056,0.9553400430814254,0.9510416478718106,-5.0,-5.0,-1.25,0.2601579127597817
184,0.982696995238851,0.9553400047919663,0.951041603067756,-5.0,-5.0,-1.25,0.2601579168879605
185,0.9826969820264138,0.9553399658248144,0.9510415574707044,-5.0,-5.0,-1.25,0.26015792108920865
186,0.982696969847992,0.955339929907262,0.9510415154421143,-5.0,-5.0,-1.25,0.2601579249616671
187,0.9826969570951152,0.9553398922954822,0.9510414714310396,-5.0,-5.0,-1.25,0.2601579290167926
188,0.9826969438826748,0.9553398533283196,0.9510414258339756,-5.0,-5.0,-1.25,0.2601579332180527
189,0.98269693170425,0.9553398174107576,0.9510413838053736,-5.0,-5.0,-1.25,0.2601579370905223
190,0.9826969187215884,0.9553397791212774,0.9510413390012936,-5.0,-5.0,-1.25,0.26015794121872493
191,0.9826969055091443,0.955339740154104,0.9510412934042168,-5.0,-5.0,-1.25,0.2601579454199972
192,0.9826968933307164,0.9553397042365318,0.9510412513756032,-5.0,-5.0,-1.25,0.260157949292478
193,0.9826968803480518,0.9553396659470414,0.9510412065715108,-5.0,-5.0,-1.25,0.2601579534206925
194,0.982696867365386,0.9553396276575474,0.951041161767414,-5.0,-5.0,-1.25,0.260157957548911
195,0.9826968549571732,0.9553395910622756,0.9510411189457956,-5.0,-5.0,-1.25,0.2601579614944688
196,0.9826968422042872,0.955339553450465,0.9510410749346838,-5.0,-5.0,-1.25,0.2601579655496292
197,0.982696829221618,0.9553395151609604,0.9510410301305744,-5.0,-5.0,-1.25,0.26015796967785965
198,0.9826968165836202,0.955339477887988,0.9510409865159508,-5.0,-5.0,-1.25,0.26015797369649485
199,0.9826968036009488,0.9553394395984764,0.9510409417118334,-5.0,-5.0,-1.25,0.2601579778247332
200,0.9826967908480582,0.955339401986652,0.9510408977007052,-5.0,-5.0,-1.25,0.26015798187990924
201,0.9826967784398392,0.95533936539136,0.9510408548790624,-5.0,-5.0,-1.25,0.26015798582548977
202,0.9826967654571648,0.955339327101838,0.9510408100749326,-5.0,-5.0,-1.25,0.2601579899537399
203,0.9826967524744888,0.9553392888123126,0.9510407652707984,-5.0,-5.0,-1.25,0.2601579940819941
204,0.9826967402960486,0.9553392528947012,0.9510407232421374,-5.0,-5.0,-1.25,0.26015799795451944
205,0.9826967270835888,0.955339213927478,0.9510406776450012,-5.0,-5.0,-1.25,0.26015800215584806
206,0.9826967141009096,0.9553391756379418,0.9510406328408544,-5.0,-5.0,-1.25,0.2601580062841142
207,0.9826967017845968,0.9553391393137062,0.9510405903363852,-5.0,-5.0,-1.25,0.2601580102004907
208,0.9826966887100028,0.9553391007530868,0.9510405452150328,-5.0,-5.0,-1.25,0.26015801435799135
209,0.9826896759274408,0.9553183811243956,0.951016290111286,-5.0,-5.0,-1.25,0.26016024910965174
210,0.9826860894230544,0.955307784618348,0.951003885478813,-5.0,-5.0,-1.25,0.26016139242667985
211,0.9826895446556222,0.9553179934078888,0.9510158362736968,-5.0,-5.0,-1.25,0.2601602909366462
212,0.982696637721373,0.9553389503734138,0.951040369249646,-5.0,-5.0,-1.25,0.2601580305715524
213,0.9826966252671848,0.9553389136425434,0.9510403262693566,-5.0,-5.0,-1.25,0.26015803453179176
214,0.982696612192584,0.9553388750819028,0.9510402811479786,-5.0,-5.0,-1.25,0.26015803868931636
215,0.9826965993477644,0.9553388371989504,0.9510402368195908,-5.0,-5.0,-1.25,0.2601580427737777
216,0.982696586893573,0.9553388004680698,0.9510401938392896,-5.0,-5.0,-1.25,0.2601580467340284
217,0.9826965740487512,0.9553387625851104,0.9510401495108934,-5.0,-5.0,-1.25,0.2601580508184976
218,0.982696561203928,0.9553387247021476,0.9510401051824932,-5.0,-5.0,-1.25,0.26015805490297067
219,0.9826965487497336,0.9553386879712572,0.9510400622021802,-5.0,-5.0,-1.25,0.26015805886323273
220,0.9826965359049084,0.9553386500882872,0.9510400178737716,-5.0,-5.0,-1.25,0.2601580629477136
221,0.9826965228302998,0.955338611527622,0.9510399727523644,-5.0,-5.0,-1.25,0.2601580671052661
222,0.9826965103761022,0.9553385747967216,0.9510399297720388,-5.0,-5.0,-1.25,0.2601580710655396
223,0.9826964973014912,0.9553385362360494,0.9510398846506232,-5.0,-5.0,-1.25,0.26015807522310014
224,0.9826964842268796,0.9553384976753736,0.9510398395292028,-5.0,-5.0,-1.25,0.2601580793806647
225,0.9826964720024608,0.955338461622155,0.9510397973418604,-5.0,-5.0,-1.25,0.2601580832678817
226,0.9826964591576292,0.9553384237391644,0.9510397530134274,-5.0,-5.0,-1.25,0.2601580873523861
227,0.982696446083014,0.955338385178478,0.9510397078919944,-5.0,-5.0,-1.25,0.2601580915099626
228,0.9826964338585924,0.9553383491252496,0.9510396657046404,-5.0,-5.0,-1.25,0.26015809539719076
229,0.9826964210137572,0.9553383112422488,0.9510396213761948,-5.0,-5.0,-1.25,0.2601580994817069
230,0.9826964081689212,0.9553382733592444,0.9510395770477452,-5.0,-5.0,-1.25,0.26015810356622693
231,0.9826963952551492,0.9553382352729288,0.9510395324813924,-5.0,-5.0,-1.25,0.26015810767267145
232,0.9826963824103108,0.9553381973899172,0.9510394881529344,-5.0,-5.0,-1.25,0.26015811175719944
233,0.9826963695654712,0.9553381595069024,0.951039443824472,-5.0,-5.0,-1.25,0.2601581158417313
234,0.9826963571112608,0.9553381227759614,0.9510394008440984,-5.0,-5.0,-1.25,0.2601581198020505
235,0.9826963442664192,0.9553380848929398,0.951039356515628,-5.0,-5.0,-1.25,0.26015812388659015
236,0.9826893146775584,0.9553173168028816,0.9510150450102116,-5.0,-5.0,-1.25,0.2601603639096891
237,0.98267475930681,0.9552743144062508,0.950964705519176,-5.0,-5.0,-1.25,0.2601650055108645
238,0.9826747464601026,0.9552742765173362,0.9509646611836592,-5.0,-5.0,-1.25,0.2601650096020514
239,0.982674733613394,0.9552742386284182,0.9509646168481386,-5.0,-5.0,-1.25,0.2601650136932422
240,0.9826747206977392,0.9552742005361576,0.9509645722746772,-5.0,-5.0,-1.25,0.2601650178063933
241,0.9826747078510284,0.9552741626472327,0.9509645279391482,-5.0,-5.0,-1.25,0.260165021897592
242,0.9826746950043168,0.9552741247583044,0.9509644836036152,-5.0,-5.0,-1.25,0.26016502598879465
243,0.9826746827781072,0.9552740886994284,0.950964441409508,-5.0,-5.0,-1.25,0.2601650298823937
244,0.9826926259161228,0.9553271000260988,0.9510264975853724,-5.0,-5.0,-1.25,0.2601593085642565
245,0.9826962165302686,0.9553377081633804,0.9510389156889836,-5.0,-5.0,-1.25,0.26015816450568857
246,0.9826962043058284,0.9553376721100928,0.9510388735015588,-5.0,-5.0,-1.25,0.2601581683929838
247,0.9826961912311908,0.955337633549336,0.9510388283800418,-5.0,-5.0,-1.25,0.26015817255063994
248,0.9826961781565524,0.955337594988576,0.9510387832585208,-5.0,-5.0,-1.25,0.26015817670830016
249,0.982696165702326,0.9553375582575848,0.9510387402780872,-5.0,-5.0,-1.25,0.2601581806686763
250,0.9826961526276854,0.9553375196968176,0.9510386951565576,-5.0,-5.0,-1.25,0.2601581848263445
251,0.982696139782826,0.9553374818137405,0.9510386508280207,-5.0,-5.0,-1.25,0.26015818891094694
252,0.9826961273285966,0.9553374450827392,0.951038607847575,-5.0,-5.0,-1.25,0.2601581928713345
253,0.9826961144837352,0.9553374071996552,0.95103856351903,-5.0,-5.0,-1.25,0.2601581969559447
254,0.982696101638873,0.955337369316568,0.9510385191904808,-5.0,-5.0,-1.25,0.26015820104055887
255,0.9826960891846404,0.9553373325855564,0.9510384762100232,-5.0,-5.0,-1.25,0.26015820500095777
256,0.9826960763397756,0.9553372947024622,0.9510384318814658,-5.0,-5.0,-1.25,0.26015820908557974
257,0.9826960632651272,0.9553372561416702,0.9510383867599068,-5.0,-5.0,-1.25,0.26015821324327587
258,0.9826960508108912,0.9553372194106488,0.951038343779437,-5.0,-5.0,-1.25,0.2601582172036862
259,0.9826960379660236,0.955337181527544,0.9510382994508672,-5.0,-5.0,-1.25,0.2601582212883199
260,0.9826960248913714,0.9553371429667415,0.9510382543292952,-5.0,-5.0,-1.25,0.26015822544602807
261,0.9826960124371324,0.9553371062357102,0.9510382113488136,-5.0,-5.0,-1.25,0.2601582294064498
262,0.9826959998220444,0.9553370690302894,0.9510381678132296,-5.0,-5.0,-1.25,0.26015823341802463
263,0.982695986747389,0.9553370304694764,0.951038122691645,-5.0,-5.0,-1.25,0.2601582375757447
264,0.9826959742931468,0.955336993738435,0.9510380797111512,-5.0,-5.0,-1.25,0.26015824153617784
